CCTV Junction No.,camera_count,location,latitude,longitude,traffic_volume,average_speed,accident_count,pedestrian_density,congestion_level,weather_risk,night_time_risk,officer_present,speed_risk,traffic_volume_norm,accident_count_norm,pedestrian_density_norm,congestion_level_norm,weather_risk_norm,night_time_risk_norm,speed_risk_norm,risk_score,risk_category,risk_reason
216,2,Khobragade Chowk,21.128469890499616,79.13027019638469,4110,35,3,87,7,3,4,1,5,0.8028985507246377,0.3333333333333333,0.8651685393258427,0.6666666666666666,0.6,0.8,0.1724137931034483,57.76,MEDIUM,"Heavy traffic volume, High pedestrian density"
217,1,Jaripatka Bazar,21.139047963779113,79.07311467973743,4755,49,6,31,9,5,3,1,9,0.946711259754738,0.6666666666666666,0.23595505617977527,0.8888888888888888,1.0,0.6,0.3103448275862069,66.91,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
218,1,Itarsi Pulia,21.189578968614164,79.1341828340341,3323,67,4,40,4,0,3,0,27,0.6274247491638796,0.4444444444444444,0.33707865168539325,0.3333333333333333,0.0,0.6,0.9310344827586207,48.25,MEDIUM,Unsafe speed pattern
219,1,Patankar Chowk,21.177955947885668,79.11997828839209,2235,67,9,32,5,2,3,0,27,0.38483835005574135,1.0,0.24719101123595505,0.4444444444444444,0.4,0.6,0.9310344827586207,62.38,MEDIUM,"High incident risk, Unsafe speed pattern"
220,2,KapilNagar Chowk,21.201906809259302,79.06378202567039,2085,60,3,57,3,1,3,0,20,0.35139353400222967,0.3333333333333333,0.5280898876404494,0.2222222222222222,0.2,0.6,0.6896551724137931,39.18,LOW,No major risk factors
221,1,Kamgar Nagar Chowk,21.178913547076043,79.00337039624802,566,66,2,29,9,2,2,0,26,0.012709030100334449,0.2222222222222222,0.21348314606741572,0.8888888888888888,0.4,0.4,0.896551724137931,36.42,LOW,"High congestion, Unsafe speed pattern"
222,2,Automotive Chowk,21.168197032400258,79.04030160390774,3561,28,3,47,4,3,4,0,12,0.6804905239687848,0.3333333333333333,0.4157303370786517,0.3333333333333333,0.6,0.8,0.41379310344827586,45.98,MEDIUM,No major risk factors
223,1,Bokhara to chakki Khapa road,21.111240972139374,79.08124513219913,2928,50,2,64,5,1,4,0,10,0.5393534002229654,0.2222222222222222,0.6067415730337079,0.4444444444444444,0.2,0.8,0.3448275862068966,41.67,MEDIUM,No major risk factors
224,1,Lonara road,21.144125896367132,79.09502173297392,4653,26,5,77,1,4,0,0,14,0.9239687848383501,0.5555555555555556,0.7528089887640449,0.0,0.8,0.0,0.4827586206896552,55.27,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
225,1,Koradi naka,21.13182428412181,79.03868315281498,841,31,4,88,2,3,3,1,9,0.07402452619843924,0.4444444444444444,0.8764044943820225,0.1111111111111111,0.6,0.6,0.3103448275862069,38.73,LOW,High pedestrian density
226,1,koradi mandir T point,21.12927875720549,79.02090341111092,3274,53,3,97,9,2,3,0,13,0.6164994425863991,0.3333333333333333,0.9775280898876404,0.8888888888888888,0.4,0.6,0.4482758620689655,59.81,MEDIUM,"High congestion, High pedestrian density"
227,1,Karemore Complex Chowk,21.216761266570295,79.1252395355199,3317,23,5,98,2,2,0,0,17,0.6260869565217392,0.5555555555555556,0.9887640449438202,0.1111111111111111,0.4,0.0,0.5862068965517241,53.55,MEDIUM,High pedestrian density
228,1,Mordern School near Goyal Kirana Stores,21.147171726960014,79.14766032710553,3161,49,3,10,5,5,4,0,9,0.591304347826087,0.3333333333333333,0.0,0.4444444444444444,1.0,0.8,0.3103448275862069,40.6,MEDIUM,Weather-related risk
229,1,Arya Nagar Chowk,21.207045586621255,79.0788535273454,1732,27,1,16,8,2,1,0,13,0.2726867335562988,0.1111111111111111,0.06741573033707865,0.7777777777777778,0.4,0.2,0.4482758620689655,28.95,LOW,High congestion
230,1,Faras gate square,21.175736635119673,79.02575189287724,4374,29,3,66,3,0,5,0,11,0.8617614269788183,0.3333333333333333,0.6292134831460674,0.2222222222222222,0.0,1.0,0.3793103448275862,48.8,MEDIUM,Heavy traffic volume
231,1,Mankapur square,21.195377356425,79.04084609897791,2901,32,7,21,6,3,1,1,8,0.5333333333333333,0.7777777777777778,0.12359550561797752,0.5555555555555556,0.6,0.2,0.27586206896551724,50.95,MEDIUM,High incident risk
232,2,Mankapur Kalpana Talkies Chowk In Front of Krida Sankul,21.160316451172623,79.00275860148211,1994,65,3,14,4,1,4,0,25,0.3311036789297659,0.3333333333333333,0.0449438202247191,0.3333333333333333,0.2,0.8,0.8620689655172413,35.92,LOW,Unsafe speed pattern
233,1,Zingabai Takli Zenda Chowk,21.169228466155165,79.13714482098408,4711,47,2,59,7,2,3,1,7,0.9369007803790412,0.2222222222222222,0.550561797752809,0.6666666666666666,0.4,0.6,0.2413793103448276,51.08,MEDIUM,Heavy traffic volume
234,1,Shrikrishna Mangal Karyalaya Godhni Road,21.159102123258265,79.01766266243352,1161,20,5,51,10,5,1,0,20,0.14537346711259755,0.5555555555555556,0.4606741573033708,1.0,1.0,0.2,0.6896551724137931,54.38,MEDIUM,"High congestion, Weather-related risk"
235,1,Godhni Toll Naka,21.123429158535767,79.08647747132714,4383,41,2,21,3,5,2,1,1,0.863768115942029,0.2222222222222222,0.12359550561797752,0.2222222222222222,1.0,0.4,0.034482758620689655,36.47,LOW,"Heavy traffic volume, Weather-related risk"
236,1,Zingabai Takli Shafi Nagar Chowk,21.186694253831384,79.04110828310309,4119,37,4,27,6,2,2,1,3,0.8049052396878483,0.4444444444444444,0.19101123595505617,0.5555555555555556,0.4,0.4,0.10344827586206896,45.66,MEDIUM,Heavy traffic volume
237,1,Sadikabad T-Point Mankapur,21.133692683492903,79.08312670037736,2368,41,1,75,10,0,0,1,1,0.4144927536231884,0.1111111111111111,0.7303370786516854,1.0,0.0,0.0,0.034482758620689655,37.92,LOW,"High congestion, High pedestrian density"
238,1,Gorewada Chungi naka Pithesur Raod,21.102917915971776,79.09771305825278,2834,48,3,83,9,5,4,1,8,0.5183946488294314,0.3333333333333333,0.8202247191011236,0.8888888888888888,1.0,0.8,0.27586206896551724,57.76,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
239,1,Baba Farid Nagar under the over bridge Koradi Road,21.17745667550886,79.12446127055608,3874,60,8,88,10,1,4,1,20,0.750278706800446,0.8888888888888888,0.8764044943820225,1.0,0.2,0.8,0.6896551724137931,81.71,HIGH,"High incident risk, Heavy traffic volume, High congestion, High pedestrian density"
240,1,Mahatma Phule Chowk Godhani Village,21.121253281528848,79.03096319076408,1516,52,3,26,1,3,1,1,12,0.22452619843924193,0.3333333333333333,0.1797752808988764,0.0,0.6,0.2,0.41379310344827586,25.33,LOW,No major risk factors
241,1,Godhani Railway Station,21.212855030122352,79.00164937429878,4906,28,5,77,3,4,3,0,12,0.9803790412486064,0.5555555555555556,0.7528089887640449,0.2222222222222222,0.8,0.6,0.41379310344827586,62.04,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
242,2,Old  Hospital building in Queta colony,21.214471429240312,79.02053284451033,707,50,6,80,2,0,4,0,10,0.04414715719063545,0.6666666666666666,0.7865168539325843,0.1111111111111111,0.0,0.8,0.3448275862068966,41.8,MEDIUM,High pedestrian density
243,2,Telephone Exchange chowk,21.209783726826455,79.13500279627722,3165,67,5,71,8,5,1,0,27,0.592196209587514,0.5555555555555556,0.6853932584269663,0.7777777777777778,1.0,0.2,0.9310344827586207,65.77,MEDIUM,"High congestion, Unsafe speed pattern, Weather-related risk"
244,2,Sarda chowk,21.144419044030656,79.13108351163437,2993,22,4,50,7,3,1,0,18,0.5538461538461539,0.4444444444444444,0.449438202247191,0.6666666666666666,0.6,0.2,0.6206896551724138,51.36,MEDIUM,No major risk factors
245,1,Mahavir chowk,21.101854793983467,79.08961196532555,1132,49,3,43,2,4,5,0,9,0.13890746934225195,0.3333333333333333,0.3707865168539326,0.1111111111111111,0.8,1.0,0.3103448275862069,32.11,LOW,Weather-related risk
246,2,Vaishno Devi chowk,21.21139822751053,79.09007752906504,2602,33,4,79,6,2,5,0,7,0.4666666666666667,0.4444444444444444,0.7752808988764045,0.5555555555555556,0.4,1.0,0.2413793103448276,52.04,MEDIUM,High pedestrian density
247,1,Darodkar chowk,21.15138209779808,79.09975550118193,3459,44,0,54,3,2,4,1,4,0.6577480490523969,0.0,0.4943820224719101,0.2222222222222222,0.4,0.8,0.13793103448275862,31.28,LOW,No major risk factors
248,1,Chandrashekhar Azad chowk,21.21599857828524,79.02630569179352,3583,28,8,67,8,1,1,1,12,0.6853957636566332,0.8888888888888888,0.6404494382022472,0.7777777777777778,0.2,0.2,0.41379310344827586,67.79,MEDIUM,"High incident risk, High congestion"
249,1,Kolba  Swami chowk,21.21563439725071,79.13716179188874,2431,34,2,60,10,4,0,0,6,0.4285395763656633,0.2222222222222222,0.5617977528089888,1.0,0.8,0.0,0.20689655172413793,44.73,MEDIUM,"High congestion, Weather-related risk"
250,1,Ambedkar Chowk,21.202361134656083,79.0628155787338,4219,63,4,43,3,2,0,0,23,0.8272017837235228,0.4444444444444444,0.3707865168539326,0.2222222222222222,0.4,0.0,0.7931034482758621,48.7,MEDIUM,"Heavy traffic volume, Unsafe speed pattern"
251,1,Day To Day chowk,21.135333867048352,79.05747077923742,3062,39,0,53,10,2,5,1,1,0.5692307692307692,0.0,0.48314606741573035,1.0,0.4,1.0,0.034482758620689655,40.98,MEDIUM,High congestion
252,2,Prajapati chowk,21.14621172743223,79.07783765579242,2179,54,1,24,9,5,4,0,14,0.37235228539576365,0.1111111111111111,0.15730337078651685,0.8888888888888888,1.0,0.8,0.4827586206896552,40.3,MEDIUM,"High congestion, Weather-related risk"
253,1,Sukhsagar Apartment,21.202136400582024,79.00704489501626,736,38,7,87,1,1,3,1,2,0.050613154960981045,0.7777777777777778,0.8651685393258427,0.0,0.2,0.6,0.06896551724137931,42.01,MEDIUM,"High incident risk, High pedestrian density"
254,2,Power House Chowk,21.138030640618755,79.02494250531342,4943,28,4,79,5,3,0,0,12,0.988628762541806,0.4444444444444444,0.7752808988764045,0.4444444444444444,0.6,0.0,0.41379310344827586,58.54,MEDIUM,"Heavy traffic volume, High pedestrian density"
255,2,Sudarshan Chowk,21.120339129602332,79.11070504246396,2040,40,5,59,3,2,0,0,0,0.34136008918617616,0.5555555555555556,0.550561797752809,0.2222222222222222,0.4,0.0,0.0,37.09,LOW,No major risk factors
256,1,Sunil Hotel Chowk,21.166816151495002,79.01241980018877,4443,52,1,41,6,0,5,0,12,0.8771460423634336,0.1111111111111111,0.34831460674157305,0.5555555555555556,0.0,1.0,0.41379310344827586,43.57,MEDIUM,Heavy traffic volume
257,1,Juna Motor Stand Chowk,21.212338572899295,79.09047281641996,863,37,5,76,10,0,5,1,3,0.07892976588628763,0.5555555555555556,0.7415730337078652,1.0,0.0,1.0,0.10344827586206896,50.4,MEDIUM,"High congestion, High pedestrian density"
258,1,Balaji Mandir Chowk,21.183523575600997,79.03680236645219,2868,36,1,12,2,3,4,0,4,0.5259754738015607,0.1111111111111111,0.02247191011235955,0.1111111111111111,0.6,0.8,0.13793103448275862,24.24,LOW,No major risk factors
259,2,Masurkar Chowk,21.168407340410724,79.0583943421063,785,62,2,95,9,4,5,0,22,0.06153846153846154,0.2222222222222222,0.9550561797752809,0.8888888888888888,0.8,1.0,0.7586206896551724,52.14,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern, Weather-related risk"
260,1,Vande Materam Chowk,21.111661179252494,79.04330406051561,648,33,1,95,6,1,2,0,7,0.030992196209587514,0.1111111111111111,0.9550561797752809,0.5555555555555556,0.2,0.4,0.2413793103448276,32.03,LOW,High pedestrian density
261,1,Nehru Putla Chowk,21.1738008672039,79.05335090746975,4537,60,4,83,7,5,1,0,20,0.8981047937569677,0.4444444444444444,0.8202247191011236,0.6666666666666666,1.0,0.2,0.6896551724137931,66.5,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
263,1,Premnagar Zenda Chowk,21.218806462012513,79.10785688577764,2266,65,3,60,5,0,0,1,25,0.39175027870680046,0.3333333333333333,0.5617977528089888,0.4444444444444444,0.0,0.0,0.8620689655172413,41.55,MEDIUM,Unsafe speed pattern
264,1,Shantinagar Ghat Chowk,21.116810081828383,79.04456825734347,1512,17,1,76,9,0,2,1,23,0.22363433667781493,0.1111111111111111,0.7415730337078652,0.8888888888888888,0.0,0.4,0.7931034482758621,42.19,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern"
265,1,Ratan Tower,21.16219955828365,79.08496069604453,3331,56,3,85,1,3,3,0,16,0.6292084726867335,0.3333333333333333,0.8426966292134831,0.0,0.6,0.6,0.5517241379310345,46.74,MEDIUM,High pedestrian density
266,2,Gangabai Ghat Chowk,21.205284768631355,79.07140756032986,3007,33,2,57,5,4,2,0,7,0.5569676700111482,0.2222222222222222,0.5280898876404494,0.4444444444444444,0.8,0.4,0.2413793103448276,40.81,MEDIUM,Weather-related risk
267,2,Hiwri Nagar Chowk,21.188892234130506,79.09955067480439,2023,23,2,26,10,4,4,0,17,0.3375696767001115,0.2222222222222222,0.1797752808988764,1.0,0.8,0.8,0.5862068965517241,44.98,MEDIUM,"High congestion, Weather-related risk"
268,1,Marwadi Chowk,21.183641888919432,79.14052446089872,3285,42,1,16,6,3,3,1,2,0.6189520624303233,0.1111111111111111,0.06741573033707865,0.5555555555555556,0.6,0.6,0.06896551724137931,31.75,LOW,No major risk factors
269,1,Zade Chowk,21.184298090078453,79.10988581458153,3056,34,3,22,7,0,3,1,6,0.5678929765886288,0.3333333333333333,0.1348314606741573,0.6666666666666666,0.0,0.6,0.20689655172413793,38.45,LOW,No major risk factors
270,2,Sevasadan chowk,21.14313893814637,79.0322410567886,4225,59,2,75,4,1,5,0,19,0.8285395763656633,0.2222222222222222,0.7303370786516854,0.3333333333333333,0.2,1.0,0.6551724137931034,51.74,MEDIUM,"Heavy traffic volume, High pedestrian density"
271,2,Agrasen chowk,21.13523102131174,79.0046774702592,2101,21,3,13,1,0,2,1,19,0.35496098104793755,0.3333333333333333,0.033707865168539325,0.0,0.0,0.4,0.6551724137931034,26.16,LOW,No major risk factors
272,1,Sona Restorent chowk,21.197123338657423,79.03933960664497,2908,28,3,19,8,4,4,0,12,0.5348940914158306,0.3333333333333333,0.10112359550561797,0.7777777777777778,0.8,0.8,0.41379310344827586,46.02,MEDIUM,"High congestion, Weather-related risk"
273,1,Golibar chowk,21.197213607361505,79.08926168960504,840,23,5,97,10,5,0,1,17,0.0738015607580825,0.5555555555555556,0.9775280898876404,1.0,1.0,0.0,0.5862068965517241,58.67,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
274,2,Gitanjali chowk,21.204048678229615,79.00771387202263,3317,69,6,26,4,0,5,1,29,0.6260869565217392,0.6666666666666666,0.1797752808988764,0.3333333333333333,0.0,1.0,1.0,55.22,MEDIUM,Unsafe speed pattern
275,2,Meyo Chowk,21.209588866306778,79.07445493708019,2996,33,3,61,3,1,2,1,7,0.5545150501672241,0.3333333333333333,0.5730337078651685,0.2222222222222222,0.2,0.4,0.2413793103448276,38.43,LOW,No major risk factors
276,1,Dosar Bhavan Chowk,21.161361087863312,79.08952642733753,2225,61,5,15,7,2,0,1,21,0.3826086956521739,0.5555555555555556,0.056179775280898875,0.6666666666666666,0.4,0.0,0.7241379310344828,44.4,MEDIUM,Unsafe speed pattern
277,1,Tanga Stand Chowk,21.160181955362464,79.05013658362255,2189,66,2,92,2,0,2,0,26,0.3745819397993311,0.2222222222222222,0.9213483146067416,0.1111111111111111,0.0,0.4,0.896551724137931,40.61,MEDIUM,"High pedestrian density, Unsafe speed pattern"
278,1,Sahid Chowk,21.195795421476014,79.11563683056187,3767,28,2,78,8,3,5,1,12,0.7264214046822742,0.2222222222222222,0.7640449438202247,0.7777777777777778,0.6,1.0,0.41379310344827586,56.46,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
279,1,Nikalas Mandir Chowk,21.177995671693335,79.01598973797006,4906,52,4,83,6,2,0,0,12,0.9803790412486064,0.4444444444444444,0.8202247191011236,0.5555555555555556,0.4,0.0,0.41379310344827586,59.72,MEDIUM,"Heavy traffic volume, High pedestrian density"
280,1,Bharat Mata Chowk,21.184236025270927,79.01127066726038,761,67,3,18,7,3,5,0,27,0.05618729096989967,0.3333333333333333,0.0898876404494382,0.6666666666666666,0.6,1.0,0.9310344827586207,39.78,LOW,Unsafe speed pattern
281,1,Tinal Chowk,21.195495120332332,79.10922831343053,1942,50,2,86,5,3,2,0,10,0.31950947603121516,0.2222222222222222,0.8539325842696629,0.4444444444444444,0.6,0.4,0.3448275862068966,40.98,MEDIUM,High pedestrian density
282,1,Ganjakhet Chowk,21.20680064101811,79.07432369743093,905,54,1,92,9,3,3,1,14,0.0882943143812709,0.1111111111111111,0.9213483146067416,0.8888888888888888,0.6,0.6,0.4827586206896552,43.08,MEDIUM,"High congestion, High pedestrian density"
283,1,Timki Tin Khamba,21.140559418822185,79.10326035946416,2690,31,5,30,5,0,1,0,9,0.4862876254180602,0.5555555555555556,0.2247191011235955,0.4444444444444444,0.0,0.2,0.3103448275862069,40.53,MEDIUM,No major risk factors
284,1,Mominpura Chowk,21.145069954316796,79.06522410079056,4937,44,3,33,5,4,3,0,4,0.9872909698996656,0.3333333333333333,0.25842696629213485,0.4444444444444444,0.8,0.6,0.13793103448275862,48.67,MEDIUM,"Heavy traffic volume, Weather-related risk"
285,1,Bhankheda Ambedkar Putla,21.111277832780907,79.03696030498587,743,23,4,13,3,2,5,0,17,0.05217391304347826,0.4444444444444444,0.033707865168539325,0.2222222222222222,0.4,1.0,0.5862068965517241,31.08,LOW,No major risk factors
286,1,Gurd Line Chowk,21.169393616919542,79.12286534765113,4607,47,1,33,1,1,5,0,7,0.9137123745819398,0.1111111111111111,0.25842696629213485,0.0,0.2,1.0,0.2413793103448276,33.9,LOW,Heavy traffic volume
287,2,Bhagwaghar Chowk,21.10431307285561,79.11991238184535,1060,66,3,68,2,4,5,0,26,0.12285395763656633,0.3333333333333333,0.651685393258427,0.1111111111111111,0.8,1.0,0.896551724137931,41.86,MEDIUM,"Unsafe speed pattern, Weather-related risk"
288,1,Lal Imli Chowk,21.155871762175895,79.10420447062816,4637,39,4,12,8,0,0,1,1,0.9204013377926421,0.4444444444444444,0.02247191011235955,0.7777777777777778,0.0,0.0,0.034482758620689655,44.09,MEDIUM,"Heavy traffic volume, High congestion"
289,1,Sut Market,21.16511735616491,79.0408217705845,3225,28,2,77,1,3,4,1,12,0.6055741360089186,0.2222222222222222,0.7528089887640449,0.0,0.6,0.8,0.41379310344827586,41.21,MEDIUM,High pedestrian density
290,1,Nanga putla Chowk,21.134384950255395,79.08853460003036,1093,25,2,49,7,1,5,0,15,0.1302118171683389,0.2222222222222222,0.43820224719101125,0.6666666666666666,0.2,1.0,0.5172413793103449,37.02,LOW,No major risk factors
291,1,City Post Office Itwari,21.170899991268282,79.054146084541,2326,67,2,57,5,2,3,1,27,0.40512820512820513,0.2222222222222222,0.5280898876404494,0.4444444444444444,0.4,0.6,0.9310344827586207,43.67,MEDIUM,Unsafe speed pattern
292,1,Memon Jamat Bangali panja,21.10366002999269,79.01373731099899,3729,49,4,63,3,4,1,1,9,0.717948717948718,0.4444444444444444,0.5955056179775281,0.2222222222222222,0.8,0.2,0.3103448275862069,48.06,MEDIUM,"Heavy traffic volume, Weather-related risk"
293,1,Timki Dadra Pul,21.104481782649906,79.13759703631933,3787,55,5,44,7,5,5,0,15,0.7308807134894092,0.5555555555555556,0.38202247191011235,0.6666666666666666,1.0,1.0,0.5172413793103449,62.19,MEDIUM,"Heavy traffic volume, Weather-related risk"
294,1,Resham oli Bohara Masjid,21.19871206727916,79.02052279463784,4573,28,2,65,9,4,5,1,12,0.9061315496098105,0.2222222222222222,0.6179775280898876,0.8888888888888888,0.8,1.0,0.41379310344827586,60.53,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
295,2,C.A. Road Gandhi square,21.143222876969354,79.14253560307311,633,44,2,98,2,1,5,1,4,0.027647714604236342,0.2222222222222222,0.9887640449438202,0.1111111111111111,0.2,1.0,0.13793103448275862,31.1,LOW,High pedestrian density
296,1,Badkas square,21.115247261518228,79.0669008659437,3638,55,4,49,8,0,0,0,15,0.6976588628762542,0.4444444444444444,0.43820224719101125,0.7777777777777778,0.0,0.0,0.5172413793103449,50.7,MEDIUM,High congestion
297,1,Chitanawis park square,21.16266919120658,79.0277699393258,4419,18,0,86,9,2,5,0,22,0.8717948717948718,0.0,0.8539325842696629,0.8888888888888888,0.4,1.0,0.7586206896551724,58.16,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density, Unsafe speed pattern"
298,2,Aaychit Mandir bus stop,21.192399226371833,79.08128514210675,572,18,3,77,3,1,3,1,22,0.014046822742474917,0.3333333333333333,0.7528089887640449,0.2222222222222222,0.2,0.6,0.7586206896551724,36.49,LOW,"High pedestrian density, Unsafe speed pattern"
299,1,Zenda chowk,21.12589852329962,79.13094187538147,4994,42,0,55,2,3,2,0,2,1.0,0.0,0.5056179775280899,0.1111111111111111,0.6,0.4,0.06896551724137931,34.94,LOW,Heavy traffic volume
300,1,Gandhi Gate,21.17474685709828,79.10983373296143,4725,22,2,87,7,2,4,0,18,0.9400222965440357,0.2222222222222222,0.8651685393258427,0.6666666666666666,0.4,0.8,0.6206896551724138,60.65,MEDIUM,"Heavy traffic volume, High pedestrian density"
301,1,Ram cooler square,21.110241695799253,79.12098417217922,3478,16,2,22,5,4,5,0,24,0.6619843924191751,0.2222222222222222,0.1348314606741573,0.4444444444444444,0.8,1.0,0.8275862068965517,45.87,MEDIUM,"Unsafe speed pattern, Weather-related risk"
302,2,C.P. & Berar square,21.106201806540234,79.09881750500661,4861,55,1,36,5,1,0,0,15,0.9703455964325529,0.1111111111111111,0.29213483146067415,0.4444444444444444,0.2,0.0,0.5172413793103449,39.96,LOW,Heavy traffic volume
303,2,Apsara square,21.16376255578818,79.10384148467767,2485,60,4,15,10,4,3,1,20,0.4405797101449275,0.4444444444444444,0.056179775280898875,1.0,0.8,0.6,0.6896551724137931,51.88,MEDIUM,"High congestion, Weather-related risk"
304,2,Bhola Ganesh chowk,21.164876214593214,79.1273793477348,1292,36,5,26,5,4,5,0,4,0.1745819397993311,0.5555555555555556,0.1797752808988764,0.4444444444444444,0.8,1.0,0.13793103448275862,39.9,LOW,Weather-related risk
305,1,Gajanan square,21.176491588179786,79.03745020132888,4759,55,1,45,4,4,0,0,15,0.947603121516165,0.1111111111111111,0.39325842696629215,0.3333333333333333,0.8,0.0,0.5172413793103449,42.36,MEDIUM,"Heavy traffic volume, Weather-related risk"
306,1,Tiranga square,21.18713096004672,79.07341374454647,594,69,4,90,5,0,2,0,29,0.0189520624303233,0.4444444444444444,0.898876404494382,0.4444444444444444,0.0,0.4,1.0,45.86,MEDIUM,"High pedestrian density, Unsafe speed pattern"
307,1,Nandanwan cement road,21.217102249535504,79.03318141627294,1633,30,0,11,4,4,1,0,10,0.250613154960981,0.0,0.011235955056179775,0.3333333333333333,0.8,0.2,0.3448275862068966,18.63,LOW,Weather-related risk
308,1,Old shukrawari Gandhi statue,21.161956041796145,79.1481502011995,737,43,6,86,6,3,5,0,3,0.050836120401337795,0.6666666666666666,0.8539325842696629,0.5555555555555556,0.6,1.0,0.10344827586206896,51.19,MEDIUM,High pedestrian density
309,2,Mahal square,21.13875477675295,79.14160890095299,3446,63,5,61,4,3,3,0,23,0.6548494983277592,0.5555555555555556,0.5730337078651685,0.3333333333333333,0.6,0.6,0.7931034482758621,57.29,MEDIUM,Unsafe speed pattern
310,1,Kalyaneshwar Mandir,21.195422343372247,79.00591402170528,3030,62,1,75,2,2,0,1,22,0.5620958751393534,0.1111111111111111,0.7303370786516854,0.1111111111111111,0.4,0.0,0.7586206896551724,36.78,LOW,"High pedestrian density, Unsafe speed pattern"
311,1,Matru seva sangha hospital,21.13249987015145,79.10583627587735,2460,44,5,61,9,5,0,0,4,0.43500557413600893,0.5555555555555556,0.5730337078651685,0.8888888888888888,1.0,0.0,0.13793103448275862,53.67,MEDIUM,"High congestion, Weather-related risk"
312,1,S.D. Hospital square,21.15267657048468,79.13878724761236,1548,26,1,52,2,4,5,0,14,0.23166109253065775,0.1111111111111111,0.47191011235955055,0.1111111111111111,0.8,1.0,0.4827586206896552,30.54,LOW,Weather-related risk
313,1,Mahawir Gardan,21.109414765761073,79.0270863017691,3029,49,4,99,9,4,0,0,9,0.5618729096989966,0.4444444444444444,1.0,0.8888888888888888,0.8,0.0,0.3103448275862069,60.01,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
314,1,Bhosla wed school,21.103042089209858,79.08519178458289,3464,25,2,31,10,1,1,0,15,0.6588628762541806,0.2222222222222222,0.23595505617977527,1.0,0.2,0.2,0.5172413793103449,45.56,MEDIUM,High congestion
315,1,Manepura square,21.21551780976135,79.13732324463821,1463,60,1,64,6,0,0,0,20,0.21270903010033446,0.1111111111111111,0.6067415730337079,0.5555555555555556,0.0,0.0,0.6896551724137931,31.92,LOW,No major risk factors
316,2,Jagnade square,21.200317614461465,79.00509189678787,1036,64,3,76,9,5,4,0,24,0.11750278706800446,0.3333333333333333,0.7415730337078652,0.8888888888888888,1.0,0.8,0.8275862068965517,54.08,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern, Weather-related risk"
317,1,Mahila mahavidyalaya square,21.183516904731245,79.10461304008703,4723,35,3,69,9,2,4,1,5,0.9395763656633221,0.3333333333333333,0.6629213483146067,0.8888888888888888,0.4,0.8,0.1724137931034483,59.79,MEDIUM,"Heavy traffic volume, High congestion"
318,1,Chitrs talkies gate,21.149074353329713,79.04460235110588,4179,35,6,67,3,5,0,0,5,0.8182831661092531,0.6666666666666666,0.6404494382022472,0.2222222222222222,1.0,0.0,0.1724137931034483,56.03,MEDIUM,"Heavy traffic volume, Weather-related risk"
319,1,Empress Mill T-point,21.120795318408504,79.13865942930649,4687,19,0,21,1,4,5,1,21,0.9315496098104794,0.0,0.12359550561797752,0.0,0.8,1.0,0.7241379310344828,36.73,LOW,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
320,1,Backside of ST stand Main Gate ST Bus Stand,21.11877244512053,79.1456587367748,4224,62,3,97,1,1,4,0,22,0.8283166109253066,0.3333333333333333,0.9775280898876404,0.0,0.2,0.8,0.7586206896551724,53.82,MEDIUM,"Heavy traffic volume, High pedestrian density, Unsafe speed pattern"
321,1,Mokshdham Ghat,21.13002914777975,79.14163997336702,1042,34,5,78,3,0,3,1,6,0.11884057971014493,0.5555555555555556,0.7640449438202247,0.2222222222222222,0.0,0.6,0.20689655172413793,38.91,LOW,High pedestrian density
322,1,Underbridge near Vijay Talkies,21.165907199764735,79.07113213249862,1345,51,1,93,5,2,4,0,11,0.18639910813823857,0.1111111111111111,0.9325842696629213,0.4444444444444444,0.4,0.8,0.3793103448275862,37.51,LOW,High pedestrian density
323,2,Cotton Market chowk,21.18575151072401,79.12930639764839,4103,17,3,48,3,5,0,1,23,0.8013377926421404,0.3333333333333333,0.42696629213483145,0.2222222222222222,1.0,0.0,0.7931034482758621,48.7,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
324,1,Agyaram Devi chowk,21.17922368520613,79.12668240978026,3536,58,4,22,9,2,5,0,18,0.6749163879598662,0.4444444444444444,0.1348314606741573,0.8888888888888888,0.4,1.0,0.6206896551724138,55.39,MEDIUM,High congestion
325,2,Jadhav chowk,21.133592067633515,79.04786507098649,2994,47,2,50,9,4,2,0,7,0.5540691192865106,0.2222222222222222,0.449438202247191,0.8888888888888888,0.8,0.4,0.2413793103448276,46.24,MEDIUM,"High congestion, Weather-related risk"
